comparison,objective,training_seed,repeat_index,class_label,stratum_match_index,off_cell,on_cell,off_dataset_index,on_dataset_index,off_ln_margin,on_ln_margin,absolute_ln_margin_distance,caliper_ln_margin,delta_ln_margin,delta_ln_gradient,delta_ln_linearized_distance,delta_ln_distance_from_margin_minus_gradient,identity_residual,complete_case_delta_ln_pga_attack_l2,delta_ln_semantic_spectral_norm
R1_minus_R0,reconstruction,2027,1,8,8,R0,R1,6847,7047,1.7458998441725002,1.7361031978221366,0.009796646350363591,0.1784979822930565,-0.009796646350363591,0.4695880883881607,-0.4793847254148101,-0.4793847347385243,9.323714189601873e-09,-0.25174889818094365,0.03482261724577544
R1_minus_R0,reconstruction,2027,1,8,9,R0,R1,1369,1407,1.5304664097487886,1.5198182882347884,0.010648121514000186,0.1784979822930565,-0.010648121514000186,-0.394787053935842,0.3841389917473855,0.3841389324218418,5.932554369980636e-08,0.40525344188775403,-0.026452564283705012
R1_minus_R0,reconstruction,2027,1,8,10,R0,R1,7643,8132,1.6096287244590408,1.5957790360966604,0.01384968836238043,0.1784979822930565,-0.01384968836238043,0.41144118343500535,-0.4252907998460751,-0.4252908717973858,7.195131068726823e-08,-0.21677768636110406,0.2695418926746285
R1_minus_R0,reconstruction,2027,1,8,11,R0,R1,6238,5610,0.33879554730133793,0.3219512337625215,0.016844313538816436,0.1784979822930565,-0.016844313538816436,-0.3409766816769215,0.32413240505954244,0.3241323681381051,3.692143735190001e-08,0.6859033352490345,-0.33380634791936237
R1_minus_R0,reconstruction,2027,1,8,12,R0,R1,1407,8501,-0.4070487455096972,-0.38913951454067647,0.01790923096902075,0.1784979822930565,0.01790923096902075,-0.03930122508657785,0.057210402285461814,0.0572104560555986,-5.3770136787534284e-08,-3.725290728673312e-07,0.013699802726239512
R1_minus_R0,reconstruction,2027,1,8,13,R0,R1,2156,4585,0.8582243445927673,0.8362572112209992,0.021967133371768144,0.1784979822930565,-0.021967133371768144,-0.4798258492165539,0.4578586826230715,0.45785871584478577,-3.322171426844989e-08,0.001943642832270623,-0.5249621589354548
R1_minus_R0,reconstruction,2027,1,8,14,R0,R1,815,6718,1.1619239303491014,1.1355373873991381,0.026386542949963232,0.1784979822930565,-0.026386542949963232,-0.7912312306246934,0.7648446766297484,0.7648446876747301,-1.1044981707009072e-08,0.5182076812196513,-0.654914677520657
R1_minus_R0,reconstruction,2027,1,8,15,R0,R1,9713,5814,0.5321410921673166,0.5590139746276516,0.026872882460334924,0.1784979822930565,0.026872882460334924,-0.13508745778279407,0.1619603515211312,0.161960340243129,1.1278002198800152e-08,-0.0014919205916940537,-0.03443970575780571
R1_minus_R0,reconstruction,2027,1,8,16,R0,R1,5457,8290,1.6639425737512166,1.7070207147005572,0.04307814094934059,0.1784979822930565,0.04307814094934059,0.10798419813585447,-0.06490597379180119,-0.06490605718651388,8.339471269103171e-08,0.007986265121644253,0.11653890507946554
R1_minus_R0,reconstruction,2027,1,8,17,R0,R1,2790,6395,1.33582420054026,1.3796769023850335,0.04385270184477341,0.1784979822930565,0.04385270184477341,-0.814601165173314,0.8584538517661416,0.8584538670180875,-1.525194581741829e-08,0.6883238806916542,-0.7357309335212079
R1_minus_R0,reconstruction,2027,1,8,18,R0,R1,6155,7320,0.6993741999323461,0.6438977286716339,0.0554764712607122,0.1784979822930565,-0.0554764712607122,-0.5679864515091535,0.512509975559734,0.5125099802484413,-4.688707311295559e-09,0.405618767275046,-0.7477374686155422
R1_minus_R0,reconstruction,2027,1,8,19,R0,R1,2418,4533,1.493817448955785,1.4103837439909366,0.08343370496484837,0.1784979822930565,-0.08343370496484837,-1.110293535942979,1.0268598351549467,1.0268598309781307,4.176816004175521e-09,0.8244877472164602,-0.9735485798988553
R1_minus_R0,reconstruction,2027,1,8,20,R0,R1,6395,7462,0.1609080808709067,0.06960036819786661,0.09130771267304008,0.1784979822930565,-0.09130771267304008,-0.1520636084354896,0.06075591336313391,0.060755895762449524,1.7600684382168552e-08,2.3283070301954037e-07,-0.15559268994844008
R1_minus_R0,reconstruction,2027,2,0,0,R0,R1,8903,6717,1.7792887159877415,1.7848105134328889,0.005521797445147358,0.16090661379219895,0.005521797445147358,-0.8511076385399217,0.8566294619238981,0.856629435985069,2.5938829084637405e-08,0.592777119606482,-0.8660380635014217
R1_minus_R0,reconstruction,2027,2,0,1,R0,R1,6221,3550,1.435067449831968,1.4218674663516009,0.013199983480367106,0.16090661379219895,-0.013199983480367106,-0.03259044215052276,0.01939044967138559,0.019390458670155652,-8.998770062440542e-09,0.010814472656906321,-0.1085680938277194
R1_minus_R0,reconstruction,2027,2,0,2,R0,R1,1664,8941,1.149479561503442,1.1880356565189547,0.038556095015512604,0.16090661379219895,0.038556095015512604,-0.36614695342759473,0.4047030733139261,0.40470304844310734,2.487081873780994e-08,0.4088170796514986,-0.3864944712882553
R1_minus_R0,reconstruction,2027,2,0,3,R0,R1,5357,9558,0.7275399366355164,0.684546784425352,0.04299315221016442,0.16090661379219895,-0.04299315221016442,-0.33761001299283455,0.2946168548928838,0.29461686078267013,-5.889786325319335e-09,-0.0018314313951760298,-0.3366716029624439
R1_minus_R0,reconstruction,2027,2,0,4,R0,R1,4062,6772,0.22443780313055955,0.17631571489892564,0.048122088231633914,0.16090661379219895,-0.048122088231633914,-0.0016042209483360104,-0.046517851723802295,-0.0465178672832979,1.555949560860803e-08,0.010378030489812765,-0.1206521238184069
R1_minus_R0,reconstruction,2027,2,0,5,R0,R1,9951,7010,1.0634512091210837,0.9201927921526417,0.143258416968442,0.16090661379219895,-0.143258416968442,-0.13451520478611556,-0.00874318886719938,-0.008743212182326432,2.3315127051226625e-08,-0.0033153411641298073,-0.2833186597139052
R1_minus_R0,reconstruction,2027,2,0,6,R0,R1,8925,1241,-0.40330332101208266,-0.24572851624056813,0.15757480477151453,0.16090661379219895,0.15757480477151453,-0.14166840949195958,0.2992432256222588,0.2992432142634741,1.1358784690607138e-08,-3.7252931572879876e-07,-0.17036619914669288
R1_minus_R0,reconstruction,2027,2,2,0,R0,R1,5362,135,2.0154298186087525,2.0155412699834403,0.00011145137468782096,0.2083168679506421,0.00011145137468782096,-0.9447190135929808,0.9448304900340659,0.9448304649676686,2.5066397291162446e-08,0.4731416355085893,-1.1574685557968016
R1_minus_R0,reconstruction,2027,2,2,1,R0,R1,2466,1876,1.8154672345450906,1.8164835758352753,0.0010163412901846858,0.2083168679506421,0.0010163412901846858,0.4799515707804287,-0.4789352275824928,-0.47893522949024403,1.9077512347642767e-09,-0.43760259293814463,0.25639707899894254
R1_minus_R0,reconstruction,2027,2,2,2,R0,R1,8747,5274,2.0703094879261115,2.07463026239039,0.004320774464278365,0.2083168679506421,0.004320774464278365,-0.6449450862501518,0.6492658779628365,0.6492658607144302,1.724840636985192e-08,0.5998156691260388,-0.5433405447430688
R1_minus_R0,reconstruction,2027,2,2,3,R0,R1,1825,2466,1.774188084987561,1.7690470769709226,0.005141008016638526,0.2083168679506421,-0.005141008016638526,-0.5561866371482274,0.5510456417332736,0.5510456291315888,1.2601684806767821e-08,0.412723734593864,-0.6432969735884091
R1_minus_R0,reconstruction,2027,2,2,4,R0,R1,8654,5479,1.7982505217600055,1.7926297950355305,0.005620726724475,0.2083168679506421,-0.005620726724475,0.058929438144195156,-0.064550126855557,-0.06455016486867016,3.801311315720923e-08,0.008397375553773427,0.04931222687578109
R1_minus_R0,reconstruction,2027,2,2,5,R0,R1,813,9475,1.1813571363850428,1.1755829724647244,0.005774163920318376,0.2083168679506421,-0.005774163920318376,-0.3172835201457125,0.3115093326911782,0.3115093562253941,-2.3534215909393197e-08,0.4057520644429054,-0.32901727283097093
R1_minus_R0,reconstruction,2027,2,2,6,R0,R1,5274,3737,1.5596501891385401,1.5661657905056912,0.006515601367151014,0.2083168679506421,0.006515601367151014,-0.36055920079646686,0.36707483618312,0.3670748021636179,3.4019502104243315e-08,0.23535433160567054,-0.42536540744406387
R1_minus_R0,reconstruction,2027,2,2,7,R0,R1,821,5362,1.5483781356888113,1.5351628132313717,0.013215322457439616,0.2083168679506421,-0.013215322457439616,-0.5090478438321995,0.49583253125046994,0.49583252137475986,9.875710083040445e-09,0.19594718922878643,-0.5286519723267513
R1_minus_R0,reconstruction,2027,2,2,8,R0,R1,4732,1709,1.7366244149182481,1.7499711212928584,0.013346706374610218,0.2083168679506421,0.013346706374610218,0.29372747957483947,-0.28038078204067407,-0.28038077320022925,-8.84044482063473e-09,-0.27120549985110287,0.24874180105731616
R1_minus_R0,reconstruction,2027,2,2,9,R0,R1,1251,5533,1.8115758686084977,1.828134257415835,0.016558388807337288,0.2083168679506421,0.016558388807337288,0.0002840768137610805,0.01627428250710511,0.016274311993576207,-2.9486471098127964e-08,-0.1169836942582515,-0.017892966478734867
R1_minus_R0,reconstruction,2027,2,2,10,R0,R1,3713,821,1.9608463461478844,1.9796240726853853,0.01877772653750087,0.2083168679506421,0.01877772653750087,0.2757337782969751,-0.25695602529019546,-0.2569560517594742,2.6469278768814775e-08,-0.42662548946727574,0.12859727102397608
R1_minus_R0,reconstruction,2027,2,2,11,R0,R1,9870,342,1.8029163417681084,1.7803768044868942,0.022539537281214272,0.2083168679506421,-0.022539537281214272,-0.5659702073606621,0.5434306177373622,0.5434306700794478,-5.234208555471298e-08,0.5527796075878125,-0.4826116476209365
R1_minus_R0,reconstruction,2027,2,2,12,R0,R1,75,1251,0.9442153053639049,0.9701821002166198,0.025966794852714914,0.2083168679506421,0.025966794852714914,-0.8808710238967583,0.9068378208080063,0.9068378187494732,2.0585331217404246e-09,0.6862681489184211,-0.9772102421101314
R1_minus_R0,reconstruction,2027,2,2,13,R0,R1,5785,1502,0.5187125120829873,0.5513511113197042,0.03263859923671686,0.2083168679506421,0.03263859923671686,-0.301911772293991,0.33455043071550605,0.3345503715307079,5.918479817346167e-08,0.6889721892524527,-0.25154828152857656
R1_minus_R0,reconstruction,2027,2,2,14,R0,R1,1859,3713,0.7398256344630622,0.7068691966648758,0.032956437798186355,0.2083168679506421,-0.032956437798186355,-0.3801381692238244,0.3471817340042287,0.347181731425638,2.578590674318093e-09,0.0018977111374119096,-0.3846588677523729
R1_minus_R0,reconstruction,2027,2,2,15,R0,R1,2318,3473,0.36874809909404055,0.405470830137692,0.036722731043651424,0.2083168679506421,0.036722731043651424,-0.38569904849807024,0.4224218140853715,0.42242177954172166,3.4543649829466005e-08,0.6858921803840661,-0.37969745740251676
R1_minus_R0,reconstruction,2027,2,2,16,R0,R1,393,5453,1.4748909678645135,1.5128081023824473,0.03791713451793388,0.2083168679506421,0.03791713451793388,0.1298333394183362,-0.09191619399066786,-0.09191620490040231,1.0909734449171538e-08,0.011834037583538582,0.12276809387452808
R1_minus_R0,reconstruction,2027,2,2,17,R0,R1,1321,5708,-1.0159918965814234,-1.0545720590367191,0.03858016245529572,0.2083168679506421,-0.03858016245529572,0.18701947936847363,-0.2255996231265458,-0.22559964182376935,1.869722354719272e-08,9.313230296680506e-08,0.10688643881095737
R1_minus_R0,reconstruction,2027,2,2,18,R0,R1,8493,270,1.6853019091432817,1.6415019411232674,0.04379996802001429,0.2083168679506421,-0.04379996802001429,-0.16065920169710513,0.11685920340413808,0.11685923367709083,-3.027295275570552e-08,0.19480917316659013,-0.16554548656214554
R1_minus_R0,reconstruction,2027,2,2,19,R0,R1,1502,3721,-0.7564738711566718,-0.7068147580434714,0.04965911311320037,0.2083168679506421,0.04965911311320037,-0.07431209133649919,0.12397117989848727,0.12397120444969956,-2.4551212285395252e-08,-3.259626807394498e-07,-0.2687750309653407
R1_minus_R0,reconstruction,2027,2,2,20,R0,R1,6675,9322,1.7106998265121725,1.6357764676464035,0.07492335886576895,0.2083168679506421,-0.07492335886576895,-0.01736333271866375,-0.05756002532844001,-0.0575600261471052,8.186651911934462e-10,0.006006631179630916,0.15033715214407767
R1_minus_R0,reconstruction,2027,2,2,21,R0,R1,8810,6675,1.7122852878286274,1.6267804772273502,0.08550481060127724,0.2083168679506421,-0.08550481060127724,-1.174414667021853,1.0889098310521628,1.0889098564205757,-2.5368412925885764e-08,0.7985744128105156,-1.1368218764715807
R1_minus_R0,reconstruction,2027,2,2,22,R0,R1,8454,7351,0.8816724180063028,0.9733348042232087,0.09166238621690592,0.2083168679506421,0.09166238621690592,0.15143361626731355,-0.059771205791584237,-0.05977123005040763,2.425882339451846e-08,0.0055002133222262235,0.1955542947307368
R1_minus_R0,reconstruction,2027,2,2,23,R0,R1,9475,1825,1.7223100752406697,1.616181442910507,0.10612863233016268,0.2083168679506421,-0.10612863233016268,-0.3989837387553945,0.2928550712419601,0.2928551064252318,-3.5183271740457656e-08,0.1826358524913178,-0.4538756643220629
R1_minus_R0,reconstruction,2027,2,2,24,R0,R1,3908,7090,1.2729965743833733,1.3807185663348365,0.10772199195146315,0.2083168679506421,0.10772199195146315,0.0029535312650885714,0.10476846604645895,0.10476846068637458,5.36008437634905e-09,0.006281039355745403,-0.37958840364847357
R1_minus_R0,reconstruction,2027,2,2,25,R0,R1,2531,8810,0.48203054929941874,0.6640448385509982,0.18201428925157942,0.2083168679506421,0.18201428925157942,-0.5908471808299502,0.7728615080700885,0.7728614700815297,3.798855874315166e-08,0.6841826208124435,-0.10052528138105454
R1_minus_R0,reconstruction,2027,2,2,26,R0,R1,3733,1321,-0.035942819531776186,-0.22276504405583003,0.18682222452405384,0.2083168679506421,-0.18682222452405384,-0.9910549004600959,0.8042326895718386,0.8042326759360421,1.36357964919398e-08,0.6882267170581263,-0.4455631516151449
R1_minus_R0,reconstruction,2027,2,3,0,R0,R1,7979,7440,1.8051937534500728,1.8052156302531701,2.1876803097287123e-05,0.208258479506941,2.1876803097287123e-05,-0.08951573960374892,0.0895376168983586,0.08953761640684621,4.915123863469262e-10,0.013651850439390753,-0.1440049915401229
R1_minus_R0,reconstruction,2027,2,3,1,R0,R1,5565,9967,0.7163512795747512,0.7154571673654625,0.0008941122092886999,0.208258479506941,-0.0008941122092886999,-0.30279594835462165,0.30190179575887166,0.30190183614533295,-4.038646128634582e-08,0.40635689033256145,-0.1301159604372908
R1_minus_R0,reconstruction,2027,2,3,2,R0,R1,8251,4845,1.4209300003265106,1.4221087978307594,0.001178797504248763,0.208258479506941,0.001178797504248763,-0.055736454803335445,0.056915309293931626,0.05691525230758421,5.698634741868602e-08,0.2854150173565448,0.0654363862857813
R1_minus_R0,reconstruction,2027,2,3,3,R0,R1,6393,1933,1.7271400732381699,1.7284075471344602,0.0012674738962903387,0.208258479506941,0.0012674738962903387,-0.3398327774207417,0.3411002851574353,0.34110025131703203,3.384040325737914e-08,0.15966909619243094,-0.3753531253066463
R1_minus_R0,reconstruction,2027,2,3,4,R0,R1,2018,1660,2.044419712083661,2.0430480155127158,0.0013716965709451578,0.208258479506941,-0.0013716965709451578,-0.7962213071331208,0.7948496032525929,0.7948496105621756,-7.309582716885643e-09,0.44974418062733396,-0.4855300677819683
R1_minus_R0,reconstruction,2027,2,3,5,R0,R1,7825,1909,0.4101060277856228,0.41168245244277263,0.0015764246571498552,0.208258479506941,0.0015764246571498552,0.3947172782853783,-0.39314079501662214,-0.3931408536282284,5.8611606290615015e-08,-0.6824534847088249,0.06816716168907044
R1_minus_R0,reconstruction,2027,2,3,6,R0,R1,4346,1163,0.9418875770233497,0.9434838664962901,0.0015962894729404375,0.208258479506941,0.0015962894729404375,-0.2838757515303727,0.28547203379658037,0.28547204100331314,-7.206732766107393e-09,0.4029729587135714,-0.2607863086626331
R1_minus_R0,reconstruction,2027,2,3,7,R0,R1,7854,7979,1.8745808410532288,1.8728926588874586,0.001688182165770158,0.208258479506941,-0.001688182165770158,0.4099151951545674,-0.4116033431341525,-0.4116033773203376,3.4186185104978506e-08,-0.36627105272116056,0.19309782265920014
R1_minus_R0,reconstruction,2027,2,3,8,R0,R1,5493,4458,1.118005450303144,1.116200686816464,0.0018047634866800166,0.208258479506941,-0.0018047634866800166,-0.25889663107813865,0.25709188052657006,0.25709186759145863,1.2935111426415347e-08,0.0003211262173499051,-0.289273406666634
R1_minus_R0,reconstruction,2027,2,3,9,R0,R1,1861,9781,1.5322462309940457,1.5344911034241995,0.0022448724301538103,0.208258479506941,0.0022448724301538103,0.052595271168075275,-0.05035039979196543,-0.050350398737921465,-1.0540439632222842e-09,-0.27780375937328494,0.028778034604178607
R1_minus_R0,reconstruction,2027,2,3,10,R0,R1,5815,4918,2.10245110853862,2.1051226723120284,0.0026715637734082698,0.208258479506941,0.0026715637734082698,0.8644495802402126,-0.8617780280033879,-0.8617780164668043,-1.1536583577331783e-08,-0.7410400142640605,0.8964627126192346
R1_minus_R0,reconstruction,2027,2,3,11,R0,R1,1353,8231,1.25047712539284,1.2534830738641074,0.00300594847126745,0.208258479506941,0.00300594847126745,-0.3947427098980003,0.39774867725709007,0.39774865836926776,1.888782230619057e-08,0.287170680061081,-0.3733646755295114
R1_minus_R0,reconstruction,2027,2,3,12,R0,R1,8131,5565,1.6753182765327737,1.670853703557974,0.00446457297479963,0.208258479506941,-0.00446457297479963,0.5270173799443749,-0.5314819165406927,-0.5314819529191745,3.637848189352866e-08,-0.18850422904527378,0.4701912862711474
R1_minus_R0,reconstruction,2027,2,3,13,R0,R1,7807,786,1.97563831533248,1.9815388021677827,0.005900486835302754,0.208258479506941,0.005900486835302754,0.3296973503792837,-0.32379685964436355,-0.32379686354398096,3.899617406766254e-09,-0.25513884633378503,0.3397468797132107
R1_minus_R0,reconstruction,2027,2,3,14,R0,R1,6406,3220,1.263546665690291,1.2560010304206406,0.007545635269650353,0.208258479506941,-0.007545635269650353,0.29770255462295925,-0.30524818135007514,-0.3052481898926096,8.542534457589568e-09,-0.0045516324958076925,0.31916641208493834
R1_minus_R0,reconstruction,2027,2,3,15,R0,R1,6670,121,1.2078578601709675,1.2167856894515026,0.008927829280535038,0.208258479506941,0.008927829280535038,0.06207716218421799,-0.05314936491486977,-0.053149332903682955,-3.201118681239734e-08,0.009043450429581155,0.03699058126342347
R1_minus_R0,reconstruction,2027,2,3,16,R0,R1,9109,9748,1.694724585011587,1.6851921101875345,0.009532474824052617,0.208258479506941,-0.009532474824052617,-0.2175639582563189,0.20803146065817568,0.2080314834322663,-2.2774090613353337e-08,0.20267917455828646,-0.3563593440042137
R1_minus_R0,reconstruction,2027,2,3,17,R0,R1,3129,4306,1.4425560118488818,1.4311668646909796,0.01138914715790218,0.208258479506941,-0.01138914715790218,0.1833255030721319,-0.19471463641209508,-0.1947146502300341,1.3817939015225988e-08,-0.27990539021079386,0.1445581362465236
R1_minus_R0,reconstruction,2027,2,3,18,R0,R1,9748,716,1.4862037930321679,1.4984111715661115,0.012207378533943603,0.208258479506941,0.012207378533943603,0.15630575451333417,-0.14409837242726653,-0.14409837597939057,3.5521240393521225e-09,-0.21015779094542922,0.063493746778995
R1_minus_R0,reconstruction,2027,2,3,19,R0,R1,7045,6345,1.65024959195975,1.6366279843533806,0.013621607606369324,0.208258479506941,-0.013621607606369324,-0.08454082147664588,0.07091921042484417,0.07091921387027655,-3.445432383841762e-09,0.2929994963808613,-0.14583600755994988
R1_minus_R0,reconstruction,2027,2,3,20,R0,R1,786,9578,2.108242992569075,2.123617052989902,0.015374060420827007,0.208258479506941,0.015374060420827007,0.08695615169418014,-0.07158204806879503,-0.07158209127335313,4.32045580978091e-08,0.44693394395723485,0.34755974902130377
R1_minus_R0,reconstruction,2027,2,3,21,R0,R1,4933,932,0.21013646555858503,0.19337476227478356,0.01676170328380147,0.208258479506941,-0.01676170328380147,0.4351311311001531,-0.45189283638078637,-0.45189283438395456,-1.9968318110130667e-09,-0.6883714368679195,0.4081387281989418
R1_minus_R0,reconstruction,2027,2,3,22,R0,R1,2175,5084,0.993058564655137,1.0101325628972295,0.017073998242092547,0.208258479506941,0.017073998242092547,-0.14218579456802205,0.15925978169118182,0.1592597928101146,-1.1118932774500934e-08,0.0024706632631011573,-0.03070046751019917
R1_minus_R0,reconstruction,2027,2,3,23,R0,R1,5185,6406,-0.4672585296320872,-0.4862264291012472,0.01896789946916,0.208258479506941,-0.01896789946916,-0.41868685837438413,0.39971892493125605,0.39971895890522413,-3.3973968083245154e-08,-6.053597716194612e-07,-0.4092747725190899
R1_minus_R0,reconstruction,2027,2,3,24,R0,R1,6525,4814,1.272925878191749,1.2949709388399506,0.022045060648201664,0.208258479506941,0.022045060648201664,-0.7330998500567671,0.7551449882930372,0.7551449107049688,7.75880684145136e-08,0.6891666962542619,-0.6865516812142377
R1_minus_R0,reconstruction,2027,2,3,25,R0,R1,3194,9722,1.7320092029498937,1.7551684283883375,0.023159225438443842,0.208258479506941,0.023159225438443842,-0.5982025761685175,0.6213617654422944,0.6213618016069613,-3.616466692779596e-08,0.6754247892295553,-0.5850744696788596
R1_minus_R0,reconstruction,2027,2,3,26,R0,R1,1660,432,0.3009912223559232,0.2774935020668914,0.023497720289031798,0.208258479506941,-0.023497720289031798,0.4629083092400119,-0.4864060233629308,-0.4864060295290437,6.16611289805391e-09,-0.6869033173375323,0.13030881824750692
R1_minus_R0,reconstruction,2027,2,3,27,R0,R1,78,1353,1.0480059559034312,1.0170718004963264,0.030934155407104758,0.208258479506941,-0.030934155407104758,0.2848174976296809,-0.3157516603968493,-0.31575165303678565,-7.360063669636929e-09,-0.4007746035086307,0.3078765198861379
R1_minus_R0,reconstruction,2027,2,3,28,R0,R1,2684,7045,1.270072165644095,1.2326138017454336,0.03745836389866142,0.208258479506941,-0.03745836389866142,-0.29289304625642476,0.2554346369283824,0.25543468235776334,-4.542938092377824e-08,0.005737125544282642,-0.32504307942540683
R1_minus_R0,reconstruction,2027,2,3,29,R0,R1,7644,8815,1.8252360554652787,1.7831219586463303,0.0421140968189484,0.208258479506941,-0.0421140968189484,-0.17589591388336645,0.13378179919224892,0.13378181706441805,-1.787216913351486e-08,0.15257830543699125,-0.19749811017102067
R1_minus_R0,reconstruction,2027,2,3,30,R0,R1,8231,5518,1.1835446881975435,1.2261935341280943,0.04264884593055074,0.208258479506941,0.04264884593055074,0.43623004343964844,-0.3935812277023105,-0.3935811975090977,-3.0193212818829807e-08,0.004997020752136258,0.40814168692352876
R1_minus_R0,reconstruction,2027,2,3,31,R0,R1,4306,2018,1.5895905510898827,1.5403717415776406,0.04921880951224211,0.208258479506941,-0.04921880951224211,0.15397623825510065,-0.20319507115565472,-0.20319504776734276,-2.3388311953809193e-08,-0.3051755201992886,0.24020224695701872
R1_minus_R0,reconstruction,2027,2,3,32,R0,R1,432,8658,1.7116880317030385,1.7631656708986683,0.051477639195629754,0.208258479506941,0.051477639195629754,0.30685557990451917,-0.25537800471848393,-0.2553779407088894,-6.400959451369204e-08,0.023780364798895733,0.06728495635318812
R1_minus_R0,reconstruction,2027,2,3,33,R0,R1,5769,4674,2.053827219293031,1.9965891907479236,0.05723802854510729,0.208258479506941,-0.05723802854510729,-0.2532642043047135,0.1960261740169573,0.19602617575960624,-1.7426489418159719e-09,0.15897240696529266,-0.2788917691929258
R1_minus_R0,reconstruction,2027,2,3,34,R0,R1,5084,6380,1.9290689287959548,1.98978460027274,0.06071567147678514,0.208258479506941,0.06071567147678514,-0.36440075913796743,0.42511646964498023,0.42511643061475257,3.903022766094111e-08,0.2068336002290197,-0.4627020552842966
R1_minus_R0,reconstruction,2027,2,3,35,R0,R1,1208,6393,0.5843284308087383,0.6470808179780371,0.06275238716929876,0.208258479506941,0.06275238716929876,-0.8863314378234892,0.9490838092761036,0.949083824992788,-1.5716684398370262e-08,1.0921368266985456,-0.921256759934284
R1_minus_R0,reconstruction,2027,2,3,36,R0,R1,4175,882,-0.5370611896408807,-0.6146705313501758,0.07760934170929512,0.208258479506941,-0.07760934170929512,-0.39233694870010094,0.31472766500696014,0.3147276069908058,5.801615432510232e-08,-3.72528864700359e-07,-0.4760236119951218
R1_minus_R0,reconstruction,2027,2,3,37,R0,R1,4918,3736,1.9012789526655578,1.990992594919418,0.08971364225386025,0.208258479506941,0.08971364225386025,-0.07949718265044514,0.16921080482647366,0.1692108249043054,-2.007783173052502e-08,-0.1273720445642494,-0.0013705969336450553
R1_minus_R0,reconstruction,2027,2,3,38,R0,R1,4820,1524,0.8696698487400815,0.7727367902998216,0.0969330584402599,0.208258479506941,-0.0969330584402599,0.3832510168128178,-0.4801840544742355,-0.4801840752530777,2.077884220241799e-08,-0.4033152192849597,0.24556472875167304
R1_minus_R0,reconstruction,2027,2,3,39,R0,R1,4458,8491,1.4141858254617143,1.518899217474022,0.10471339201230756,0.208258479506941,0.10471339201230756,-0.5292056571638732,0.633919030468729,0.6339190491761808,-1.8707451809873987e-08,0.6855106759822781,-0.3908813703851946
R1_minus_R0,reconstruction,2027,2,3,40,R0,R1,4665,4665,0.9003685549266867,0.7412592795214633,0.15910927540522335,0.208258479506941,-0.15910927540522335,0.6413077671615466,-0.8004170310917278,-0.8004170425667699,1.147504213871997e-08,-0.4058667185190092,0.6456336268668975
R1_minus_R0,reconstruction,2027,2,3,41,R0,R1,5040,3129,1.3730732238929475,1.5356756681448287,0.1626024442518812,0.208258479506941,0.1626024442518812,0.39102284919284047,-0.22842046216589895,-0.22842040494095928,-5.722493967574849e-08,-0.49508702128448684,0.2690386562212119
R1_minus_R0,reconstruction,2027,2,3,42,R0,R1,5773,6670,1.7028149477296521,1.5360295017435677,0.16678544598608447,0.208258479506941,-0.16678544598608447,-0.1812171620490579,0.014431717023777102,0.014431716062973443,9.608036588559798e-10,0.21628450982471042,-0.1830042212090273
R1_minus_R0,reconstruction,2027,2,3,43,R0,R1,6174,3387,0.31039574975263495,0.13490850335932522,0.17548724639330973,0.208258479506941,-0.17548724639330973,-0.053839762477962516,-0.12164745815746913,-0.12164748391534722,2.575787808045682e-08,-0.682994942694849,-0.28615248148178546
R1_minus_R0,reconstruction,2027,2,3,44,R0,R1,9375,2940,-0.06957820710503261,0.1083047236304315,0.17788293073546413,0.208258479506941,0.17788293073546413,-0.41969384857351155,0.5975768017284595,0.5975767793089757,2.2419483824975828e-08,0.6859127815777144,-0.3405021612916741
R1_minus_R0,reconstruction,2027,2,4,0,R0,R1,595,5912,1.745798831457543,1.756760540862915,0.010961709405372,0.20665367531700674,0.010961709405372,-0.17783188850328768,0.1887935924059887,0.18879359790865968,-5.502670985535474e-09,0.009721602305664856,-0.4267718791887563
R1_minus_R0,reconstruction,2027,2,4,1,R0,R1,7867,3696,-0.8238553266675356,-0.8369975262219805,0.013142199554444955,0.20665367531700674,-0.013142199554444955,-0.591054458096163,0.5779122275784041,0.577912258541718,-3.096331391283513e-08,4.190949532933816e-07,-0.6625334640505725
R1_minus_R0,reconstruction,2027,2,4,2,R0,R1,3757,9613,1.0513159760840487,1.0072244743369478,0.04409150174710086,0.20665367531700674,-0.04409150174710086,-0.07150773113469677,0.027416245568496977,0.027416229387595914,1.618090106347836e-08,0.004926352545677695,-0.12951341968042152
R1_minus_R0,reconstruction,2027,2,4,3,R0,R1,2869,5239,0.5299864467288388,0.5749903837431415,0.04500393701430272,0.20665367531700674,0.04500393701430272,-0.5249262305789961,0.56993018833956,0.5699301675932988,2.074626115344813e-08,0.6887849832797113,-0.468465011447233
R1_minus_R0,reconstruction,2027,2,4,4,R0,R1,2905,8947,-0.8683829239569578,-1.0489385950736558,0.180555671116698,0.20665367531700674,-0.180555671116698,0.18738517907619912,-0.36794079396125756,-0.36794085019289713,5.6231639566917124e-08,2.328307680785793e-07,-0.3117086585542398
R1_minus_R0,reconstruction,2027,2,5,0,R0,R1,3466,3379,2.2316865664255845,2.232777894944351,0.0010913285187665878,0.13911279296718068,0.0010913285187665878,-0.8707176203824051,0.8718089871775927,0.8718089489011717,3.827642103271245e-08,0.4124398518723231,-0.7053788950195591
