comparison,objective,training_seed,repeat_index,class_label,stratum_match_index,off_cell,on_cell,off_dataset_index,on_dataset_index,off_ln_margin,on_ln_margin,absolute_ln_margin_distance,caliper_ln_margin,delta_ln_margin,delta_ln_gradient,delta_ln_linearized_distance,delta_ln_distance_from_margin_minus_gradient,identity_residual,complete_case_delta_ln_pga_attack_l2,delta_ln_semantic_spectral_norm
C1_minus_C0,classification,2026,2,3,17,C0,C1,4918,6393,-2.0734077643689544,-2.1041942494787507,0.030786485109796313,0.24222802960034287,-0.030786485109796313,-0.5766125266840827,0.545826033676803,0.5458260415742864,-7.897483333962896e-09,9.313223357787894e-08,-0.25848086835970036
C1_minus_C0,classification,2026,2,3,18,C0,C1,3736,4708,-0.7741814857371512,-0.7428027016476765,0.0313787840894747,0.24222802960034287,0.0313787840894747,-0.3561727601546536,0.38755152291868955,0.3875515442441283,-2.1325438748220904e-08,0.4741521730485368,-0.4053034382070741
C1_minus_C0,classification,2026,2,3,19,C0,C1,2684,786,0.17617449041848174,0.21010728710499657,0.03393279668651483,0.24222802960034287,0.03393279668651483,-0.2528739925323724,0.2868068373787785,0.28680678921888725,4.8159891241628117e-08,0.29100661184126586,-0.5533618464799606
C1_minus_C0,classification,2026,2,3,20,C0,C1,3194,4665,0.7942650505975689,0.7547205386210593,0.039544511976509655,0.24222802960034287,-0.039544511976509655,-0.3518860626389843,0.3123415598017633,0.31234155066247465,9.139288659198996e-09,0.250262789034183,-0.6394844194133834
C1_minus_C0,classification,2026,2,3,21,C0,C1,6174,4674,-0.015243007015867838,-0.05894613767634538,0.04370313066047754,0.24222802960034287,-0.04370313066047754,-1.1003170161059046,1.0566139037279132,1.056613885445427,1.8282486191623093e-08,0.9829542460978403,-0.7551300726064956
C1_minus_C0,classification,2026,2,3,22,C0,C1,8594,8231,-1.3153783167192334,-1.2516467198989056,0.06373159682032781,0.24222802960034287,0.06373159682032781,-1.1772137059120662,1.2409453416131242,1.240945302732394,3.888073019098215e-08,1.098611900617203,-0.5457444942657044
C1_minus_C0,classification,2026,2,3,23,C0,C1,3819,9578,-0.9321663746198064,-1.0052455686951391,0.0730791940753327,0.24222802960034287,-0.0730791940753327,-0.26554647301293477,0.19246730095911424,0.19246727893760207,2.202151216934567e-08,0.40360313050450985,-0.5600978137458674
C1_minus_C0,classification,2026,2,3,24,C0,C1,3130,7979,-0.5292315694817273,-0.4499367381881803,0.07929483129354703,0.24222802960034287,0.07929483129354703,-0.5376825300965296,0.6169774451989015,0.6169773613900766,8.380882488001618e-08,0.5108260211301155,-0.6077072469549482
C1_minus_C0,classification,2026,2,3,25,C0,C1,4458,4876,-0.12422095935949148,-0.20440782121424514,0.08018686185475365,0.24222802960034287,-0.08018686185475365,-0.7075353118904171,0.6273484626765464,0.6273484500356634,1.2640883007009052e-08,0.5617076662367018,-0.5691867544213896
C1_minus_C0,classification,2026,2,3,26,C0,C1,7440,78,0.31631973357443316,0.2278600607647717,0.08845967280966147,0.24222802960034287,-0.08845967280966147,-0.3929738005693433,0.3045140496516334,0.3045141277596818,-7.810804836250185e-08,0.2096201442127362,-0.43135640768876976
C1_minus_C0,classification,2026,2,3,27,C0,C1,9781,1861,0.32231981316348596,0.22431674057455062,0.09800307258893534,0.24222802960034287,-0.09800307258893534,-0.16946533564716793,0.07146220412309606,0.07146226305823258,-5.893513652099891e-08,-0.0002532968261267869,-0.5624107238216138
C1_minus_C0,classification,2026,2,3,28,C0,C1,4876,7825,-0.0029399654307409313,0.1023435743585517,0.10528353978929263,0.24222802960034287,0.10528353978929263,-0.2788372605526248,0.384120751719773,0.3841208003419174,-4.862214442180601e-08,0.33647221959132023,-0.39477649186558894
C1_minus_C0,classification,2026,2,3,29,C0,C1,786,5773,-2.96322262411542,-3.1269437535798996,0.1637211294644798,0.24222802960034287,-0.1637211294644798,-0.8958438837093106,0.7321226847771345,0.7321227542448308,-6.946769626203775e-08,6.984919790860131e-07,-0.5154271592204248
C1_minus_C0,classification,2026,2,3,30,C0,C1,3129,4458,0.546665179530132,0.7376797430326443,0.19101456350251222,0.24222802960034287,0.19101456350251222,-0.4348863195896566,0.6259008389540903,0.6259008830921688,-4.4138078525435276e-08,0.5892353498881615,-0.5931735791999173
C1_minus_C0,classification,2026,2,3,31,C0,C1,5518,4682,-2.7004909347861727,-2.4734775746621644,0.2270133601240083,0.24222802960034287,0.2270133601240083,-1.0185999394307599,1.2456132458825442,1.2456132995547682,-5.367222399854654e-08,3.2596280219111794e-07,-0.6188981422160861
C1_minus_C0,classification,2026,2,4,0,C0,C1,5699,2869,1.277051992408827,1.2776661248922478,0.0006141324834207929,0.23968015870856468,0.0006141324834207929,-0.27749413096645004,0.27810830541422976,0.27810826344987083,4.196435893222272e-08,0.24985922151867124,-0.4469992184975103
C1_minus_C0,classification,2026,2,4,1,C0,C1,3526,7095,0.8319511337321712,0.8295522418972998,0.0023988918348714083,0.23968015870856468,-0.0023988918348714083,-0.6195833850644555,0.6171844900309957,0.6171844932295841,-3.1985883941487714e-09,0.628608683429796,-0.7000048180119256
C1_minus_C0,classification,2026,2,4,2,C0,C1,889,8947,0.8440097089818672,0.8410541170614116,0.0029555919204555803,0.23968015870856468,-0.0029555919204555803,-0.661204264683967,0.6582486513493574,0.6582486727635114,-2.141415400558344e-08,0.5596155997701397,-0.618106089117313
C1_minus_C0,classification,2026,2,4,3,C0,C1,5183,5638,-0.013240585545784533,-0.016261959201291906,0.003021373655507373,0.23968015870856468,-0.003021373655507373,-0.4473701167937329,0.4443487259789374,0.44434874313822553,-1.7159288157042596e-08,0.3364725766109987,-0.5775499267345814
C1_minus_C0,classification,2026,2,4,4,C0,C1,7452,1919,-0.16101393033931358,-0.15490635480914378,0.006107575530169801,0.23968015870856468,0.006107575530169801,-0.767737646934799,0.7738452473080684,0.7738452224649688,2.484309957750952e-08,0.6841236774060502,-0.4466986894712344
C1_minus_C0,classification,2026,2,4,5,C0,C1,8738,1544,0.2205121472590395,0.22913211098961817,0.008619963730578661,0.23968015870856468,0.008619963730578661,-0.8796186056887972,0.8882385854153757,0.888238569419376,1.599599974699828e-08,0.6746119076325701,-0.7024464577278015
C1_minus_C0,classification,2026,2,4,6,C0,C1,8947,2805,0.9509222486634508,0.9403611692165513,0.010561079446899435,0.23968015870856468,-0.010561079446899435,-0.6391128355050488,0.6285517794668132,0.6285517560581494,2.3408663785140504e-08,0.6454853421288804,-0.4494061622398921
C1_minus_C0,classification,2026,2,4,7,C0,C1,8899,3822,-0.9884417730211094,-1.0017404733910087,0.01329870036989933,0.23968015870856468,-0.01329870036989933,-0.6698381713431673,0.6565394837121235,0.6565394709732679,1.2738855525995518e-08,0.40546494253976806,-0.5962658960217948
C1_minus_C0,classification,2026,2,4,8,C0,C1,7403,8889,1.4317664387857374,1.4488859918791317,0.017119553093394302,0.23968015870856468,0.017119553093394302,-0.12008581983047684,0.13720540490647204,0.13720537292387114,3.1982600900981595e-08,0.1702755024515989,-0.23606482313264754
C1_minus_C0,classification,2026,2,4,9,C0,C1,441,7403,0.49664275511354744,0.5143076183927103,0.01766486327916289,0.23968015870856468,0.01766486327916289,-0.4654308450859068,0.4830957149301991,0.4830957083650697,6.565129384572543e-09,0.46172940867492,-0.6972935823556422
C1_minus_C0,classification,2026,2,4,10,C0,C1,3559,2905,-0.05114443188799272,-0.03279237787869439,0.018352054009298326,0.23968015870856468,0.018352054009298326,-0.563881693620466,0.5822337854823966,0.5822337476297643,3.785263225086766e-08,0.6931473461283416,-0.4732286834992664
C1_minus_C0,classification,2026,2,4,11,C0,C1,9780,1551,0.4024163369067363,0.4305379706103768,0.028121633703640514,0.23968015870856468,0.028121633703640514,-0.33375922080743403,0.36188090634128883,0.36188085451107455,5.183021428711854e-08,0.2504839015344489,-0.5730129660520505
C1_minus_C0,classification,2026,2,4,12,C0,C1,5942,3696,-0.9230269984267062,-0.9533935759234806,0.030366577496774405,0.23968015870856468,-0.030366577496774405,-0.7080840161222517,0.6777174780454476,0.6777174386254773,3.9419970288001593e-08,0.40546522193646867,-0.6700089963560959
C1_minus_C0,classification,2026,2,4,13,C0,C1,223,4200,0.4760912005561821,0.44383307467633454,0.032258125879847555,0.23968015870856468,-0.032258125879847555,-0.953406406334292,0.9211483613662814,0.9211482804544444,8.091183700820181e-08,0.8472976846819359,-0.5833627376336471
C1_minus_C0,classification,2026,2,4,14,C0,C1,5638,5699,0.85889451070396,0.8254157968764577,0.03347871382750223,0.23968015870856468,-0.03347871382750223,-0.8030787287802486,0.7695999791677055,0.7696000149527463,-3.5785040819469316e-08,0.7295556770800343,-0.6075822658528892
