seed,pairwise_common_correct_mean,failure_margin_ratio,failure_gradient_l2_ratio,linearized_distance_ratio,spectral_norm_ratio,normalized_spectral_norm_ratio,centered_logit_rms_ratio,pga_l2_complete_case_ratio,pga_success_both_mean,pga_success_cs0_only_mean,pga_success_csj_only_mean,pga_success_neither_mean
2026,912.6666666666666,0.5173297571571353,0.3651559099140223,1.4167366414668636,1.0364295356895266,1.2586130384039897,0.823469568610697,1.3299331531423229,912.6666666666666,0.0,0.0,0.0
2027,912.6666666666666,0.5323135787876588,0.392108026617461,1.3575686864220362,0.9706055871400281,1.2011806071294364,0.8080430048903375,1.2949484711105879,912.6666666666666,0.0,0.0,0.0
