epoch,train_mse,validation_mse,validation_snr_db,elapsed_seconds
31,0.005656734387874603,0.0055899852193892,10.0,166.09452533721924
32,0.005654937489777803,0.005482992086559534,10.0,172.8463840484619
33,0.005574646301418543,0.005474770669639111,10.0,179.32686734199524
34,0.005502213699072599,0.005584075130522251,10.0,185.95558786392212
35,0.005455656283050775,0.005360076722502709,10.0,191.53314304351807
36,0.0053848941320180895,0.005358190321922302,10.0,196.93900632858276
37,0.0052422910767793655,0.005150719112157822,10.0,204.4345362186432
38,0.005193884379118681,0.0052005055412650105,10.0,211.73146080970764
39,0.005145077205151319,0.00505822689011693,10.0,218.86566495895386
40,0.005051196143329144,0.005076166598498821,10.0,226.61344361305237
41,0.005035019378215075,0.004900805225968361,10.0,232.93043518066406
42,0.0049476140096783635,0.0048804766550660135,10.0,238.40988111495972
43,0.0049073299434781075,0.004883973947167396,10.0,245.450665473938
44,0.00486324492931366,0.004967783008515835,10.0,252.9630470275879
45,0.00484821390479803,0.004887779060751199,10.0,260.46720695495605
46,0.004801674153059721,0.004738291819393635,10.0,268.3857765197754
47,0.004745990301072598,0.004694166065752506,10.0,275.81479144096375
48,0.004781945661157369,0.004653269009292126,10.0,283.2156493663788
49,0.004665038859248161,0.004619364138692617,10.0,290.65340995788574
50,0.004682797142267227,0.004752646505832672,10.0,298.35900378227234
51,0.0046831974048912525,0.004614008397608995,10.0,306.0062448978424
52,0.0046048543073236945,0.004521163181960583,10.0,313.64646077156067
53,0.0045752502408623694,0.004552893128991127,10.0,321.27114367485046
54,0.004555666000694037,0.004516609011590481,10.0,329.0599911212921
55,0.004541632941067218,0.0044524606093764305,10.0,336.6201856136322
56,0.00449910290107131,0.004558209511637688,10.0,344.45293378829956
57,0.004542761188745499,0.00449865038767457,10.0,352.10047221183777
58,0.004473781916052103,0.004389205438643694,10.0,359.7682931423187
59,0.004483223530948162,0.004391888567060232,10.0,367.4967453479767
60,0.004448284330964089,0.004383933188021183,10.0,375.35561299324036
61,0.004421013099253177,0.00435139717310667,10.0,382.97766280174255
62,0.00441890684813261,0.004351940689980984,10.0,390.57187056541443
63,0.004355921133607626,0.0043491261169314385,10.0,398.21555185317993
64,0.004374272693842649,0.004285682226717472,10.0,405.87964606285095
65,0.00437757490426302,0.004278994922339917,10.0,413.7884302139282
66,0.004352455483078957,0.004501399960368872,10.0,421.88493752479553
67,0.004299355842024088,0.004314177742600441,10.0,429.52596616744995
68,0.004298599561750889,0.004287370104342699,10.0,438.38561606407166
69,0.004315176793932915,0.0043401497557759286,10.0,446.6686227321625
70,0.00427561769336462,0.004424271024763584,10.0,454.8283636569977
71,0.004263645754158497,0.004301890283823013,10.0,462.52493119239807
72,0.004242913710176945,0.004198190371692181,10.0,470.3678834438324
73,0.0042128659790754315,0.004773573766648769,10.0,478.05590200424194
74,0.004257043212503195,0.004183131804317236,10.0,485.98876190185547
75,0.004181422393918038,0.0041425624437630175,10.0,494.07142186164856
76,0.004184058997929096,0.004095813973248005,10.0,502.0432620048523
77,0.0042074702763557435,0.004102360435575247,10.0,510.3506076335907
78,0.004142287570238113,0.004090199304372072,10.0,518.0176057815552
79,0.004161463542729616,0.004066412016749382,10.0,526.0262951850891
80,0.004127773435860872,0.0040516683280467985,10.0,533.9517307281494
81,0.004117812667042017,0.004095170725136995,10.0,541.7638530731201
82,0.004110679793506861,0.004054157032072544,10.0,549.7049593925476
83,0.004070655474960804,0.004411279798299074,10.0,556.4999129772186
84,0.004057438095360994,0.004028020420670509,10.0,564.1644394397736
85,0.0040410598491132255,0.004019109782576561,10.0,571.5337972640991
86,0.004008109050393105,0.003951649462431669,10.0,579.2831063270569
87,0.003981836918741465,0.00397768282070756,10.0,586.2689790725708
88,0.0039888667334616185,0.0038912105843424798,10.0,593.4535322189331
89,0.003986906174793839,0.003899276752024889,10.0,602.6551246643066
90,0.003950442018210888,0.0038701059609651564,10.0,609.8931941986084
91,0.003929746818393469,0.0040224706783890726,10.0,616.6231076717377
92,0.003913639221489429,0.0042201601408422,10.0,622.9996056556702
93,0.0039025690372288227,0.003906297168880701,10.0,629.4897530078888
94,0.0038808146608620884,0.0038182927049696443,10.0,635.6861927509308
95,0.0038966186774522064,0.0038481307551264765,10.0,641.7884492874146
96,0.0038426813319325445,0.0038476294502615927,10.0,647.9579973220825
97,0.0038689504493772983,0.003767394000291824,10.0,654.0621500015259
98,0.0038279358318448068,0.003885497680306435,10.0,662.1304044723511
99,0.0038262987737357618,0.003808013792335987,10.0,670.4658870697021
100,0.003833212197497487,0.0038628950849175455,10.0,678.5213797092438
101,0.003788745331019163,0.0037396490275859832,10.0,684.7622039318085
102,0.0038083615132421256,0.003962584269046783,10.0,691.2518796920776
103,0.0037698994252830745,0.00372949103936553,10.0,697.655764579773
104,0.0038145678916573526,0.0037010515227913856,10.0,703.8875997066498
105,0.003743236363902688,0.0037701775543391705,10.0,710.1114161014557
106,0.0037423911694437267,0.0036851673033088447,10.0,716.5916149616241
107,0.003712691457644105,0.0038555323094129563,10.0,724.3388438224792
108,0.003734524375125766,0.003795222935080528,10.0,731.0258796215057
109,0.0037442002277076245,0.003915582049638033,10.0,737.348904132843
110,0.003714664423391223,0.0037853153623640537,10.0,743.6398918628693
111,0.0036947166203707455,0.003642678365111351,10.0,749.9587881565094
112,0.0036933756434172392,0.0036764839727431537,10.0,756.5509374141693
113,0.0036791143909096716,0.003855009585618973,10.0,762.977944612503
114,0.003675462449491024,0.0036638831801712513,10.0,769.4008142948151
115,0.0036576685275882485,0.0036771274257451298,10.0,775.8122882843018
116,0.003643309359177947,0.003691019691154361,10.0,782.1102879047394
117,0.0036839521941542624,0.003745786027237773,10.0,788.4364502429962
118,0.003617958729714155,0.0036183838721364735,10.0,794.7418527603149
119,0.0036565098705142736,0.0036609636064618826,10.0,800.8751208782196
120,0.003609862325564027,0.0035691586650907995,10.0,807.2332026958466
121,0.003629867792725563,0.0035869173929095268,10.0,812.854896068573
122,0.003607361276075244,0.003570929582044482,10.0,818.6239323616028
123,0.003606545075699687,0.003671661114692688,10.0,824.748407125473
124,0.003575448070541024,0.0036002295501530173,10.0,831.175229549408
125,0.0035863486213237048,0.003570862083137035,10.0,837.3882730007172
126,0.0035874055854976175,0.003548837424814701,10.0,843.5787284374237
127,0.0035673182854056356,0.003505081821233034,10.0,849.9418506622314
128,0.003560008792504668,0.003596823889017105,10.0,856.2801530361176
129,0.003570497204065323,0.003557616771385074,10.0,861.2965822219849
130,0.0035381441646814347,0.0034879216440021994,10.0,866.6341559886932
131,0.0035535028649121524,0.0035727409858256577,10.0,872.818690776825
132,0.0035326674019545315,0.0034727911096066235,10.0,879.0269861221313
133,0.003511093175038695,0.0034876920618116857,10.0,885.3917245864868
134,0.003538480574339628,0.00346328149586916,10.0,891.606235742569
135,0.003512884442433715,0.0034741037748754026,10.0,898.383987903595
136,0.003500015993192792,0.0035190533079206944,10.0,904.6164808273315
137,0.0035109932886064053,0.0034645648788660765,10.0,911.5011146068573
138,0.0034865432217717172,0.0034326499350368976,10.0,917.3009629249573
139,0.0034742596986144783,0.0035042422465980053,10.0,922.8352560997009
140,0.0035019729888439177,0.003482681179791689,10.0,928.1145889759064
141,0.003459510888233781,0.003432878652587533,10.0,934.0099909305573
142,0.0035636860794574024,0.003584607622027397,10.0,940.2359697818756
143,0.0034629778794944286,0.003406692923605442,10.0,946.3538210391998
144,0.0034605217460542915,0.0034429342314600945,10.0,952.737790107727
145,0.003434045080021024,0.0034569893926382064,10.0,959.2646291255951
146,0.0034377895122021437,0.0034069211557507515,10.0,965.5149056911469
147,0.003442295326292515,0.0034509267900139093,10.0,972.4039664268494
148,0.0034412749200314285,0.0034318159513175486,10.0,978.7266788482666
149,0.003420120116993785,0.0033618146192282436,10.0,985.0067863464355
150,0.0034317966343462465,0.003370759243518114,10.0,991.5385360717773
151,0.003402432606741786,0.003354189746454358,10.0,997.848646402359
152,0.003437639961838722,0.0034539000302553175,10.0,1004.231467962265
153,0.003393827439323068,0.0034670371014624835,10.0,1011.0007925033569
154,0.0034191259045898916,0.0033771020963788033,10.0,1018.2651743888855
155,0.003383052343800664,0.0033626866720616816,10.0,1025.4640538692474
156,0.003386981819793582,0.0033119048342108728,10.0,1032.0408096313477
157,0.003381411491855979,0.003336463136225939,10.0,1038.5986592769623
158,0.0033789470344781874,0.00335548414811492,10.0,1044.9208147525787
159,0.003356460879966617,0.003470271982252598,10.0,1051.3776042461395
160,0.003409764983803034,0.0035722360901534558,10.0,1057.3862574100494
161,0.003372093728557229,0.003308392095938325,10.0,1063.6521809101105
162,0.0033384045764803887,0.0033451757553964855,10.0,1069.757905960083
163,0.003363726936504245,0.0033192430462688207,10.0,1076.0467884540558
164,0.0033485819184035062,0.0032884093657135965,10.0,1083.079261302948
165,0.0033523887191712854,0.003364764201641083,10.0,1089.36035323143
166,0.0033186668883264064,0.003315548265725374,10.0,1095.6392076015472
167,0.003341558521166444,0.003315282829850912,10.0,1101.8310482501984
168,0.003319801129475236,0.00338646637648344,10.0,1108.0492315292358
169,0.003324742821455002,0.0032903815768659116,10.0,1114.327985048294
170,0.0033177661461383104,0.003329401786625385,10.0,1120.4507384300232
171,0.0033338141766935587,0.0034129086051136255,10.0,1126.5800461769104
172,0.003299050983637571,0.00334180438965559,10.0,1133.1550135612488
173,0.0033059418437629937,0.0033197094079107045,10.0,1139.1887719631195
174,0.0033131161008030175,0.003306939747929573,10.0,1145.1945824623108
175,0.003284009223729372,0.0032339981105178593,10.0,1151.5878283977509
176,0.0032894853141158817,0.003306621977686882,10.0,1157.6167287826538
177,0.0032835440170764923,0.0032829030852764844,10.0,1163.7568485736847
178,0.0033052706618607046,0.003234583680331707,10.0,1169.9340138435364
179,0.0032799748884141445,0.003353699580952525,10.0,1176.2680759429932
180,0.0032784201484918596,0.003281967455893755,10.0,1182.3095574378967
181,0.00326236262999475,0.003308664884418249,10.0,1188.8401229381561
182,0.003263583388403058,0.0032728544622659685,10.0,1195.370786190033
183,0.003269103721380234,0.0032612580962479115,10.0,1201.7524235248566
184,0.0032610572484135627,0.0032732274301350115,10.0,1208.3191833496094
185,0.003253558374196291,0.003273081625252962,10.0,1215.2687501907349
186,0.0032494068115204574,0.003198046190291643,10.0,1221.819412469864
187,0.003247478910088539,0.0032282372899353506,10.0,1228.6865026950836
188,0.0032499439148604868,0.003227522162720561,10.0,1235.0917863845825
189,0.0032356742745637893,0.0032352294147014616,10.0,1241.2932569980621
190,0.003233002667799592,0.00317277098223567,10.0,1247.6775341033936
191,0.0032381585677713157,0.0031838532008230686,10.0,1254.193389415741
192,0.003225543220937252,0.003204917587339878,10.0,1260.9968144893646
193,0.003246646344363689,0.0031593648865818977,10.0,1267.470558643341
194,0.0032088641612231733,0.0031816066682338715,10.0,1273.9734234809875
195,0.0032001294804364444,0.0031498583748936653,10.0,1280.4249081611633
196,0.0032223184706270695,0.003201917814463377,10.0,1286.8140704631805
197,0.0032043916388601063,0.0031394647367298605,10.0,1293.2550354003906
198,0.0032022543254494667,0.003256411001458764,10.0,1299.7186057567596
199,0.003196994622796774,0.0031469816505908968,10.0,1306.144378900528
200,0.0031866812966763972,0.0031598688196390868,10.0,1312.6588063240051
201,0.0031943530253320932,0.0031525902651250363,10.0,1319.366849899292
202,0.0032004787883907555,0.00315985990986228,10.0,1325.782883644104
203,0.003182153087630868,0.00325346605591476,10.0,1332.1593172550201
204,0.003194272289648652,0.00316859408095479,10.0,1338.5395512580872
205,0.003172738803476095,0.0031163509730249644,10.0,1344.788533449173
206,0.0031894976445287467,0.00314717038795352,10.0,1351.0487368106842
207,0.003144016684219241,0.003158389655128121,10.0,1357.6427116394043
208,0.0031702764381468297,0.0032219209112226963,10.0,1364.404500246048
209,0.003146617839485407,0.003089303570985794,10.0,1370.8737211227417
210,0.003146098040342331,0.0031841574035584926,10.0,1377.1143815517426
211,0.0031571807476878165,0.0031530241362750532,10.0,1383.2718124389648
212,0.003139162483215332,0.0030754192262887957,10.0,1389.394668340683
213,0.0031320367590337993,0.0031560970183461905,10.0,1395.6250174045563
214,0.0031316180367022754,0.003130721978843212,10.0,1401.7497346401215
215,0.0031353771345317364,0.0031213356334716083,10.0,1407.9315996170044
216,0.0031042315166443586,0.003146050116047263,10.0,1414.0623519420624
217,0.003130108030065894,0.003092421676963568,10.0,1420.2990698814392
218,0.003125029813423753,0.0031168647557497024,10.0,1426.4744720458984
219,0.003101803456917405,0.003187108526751399,10.0,1432.630142211914
220,0.003099281492456794,0.0030371138893067837,10.0,1438.6954698562622
221,0.003096148550286889,0.003127562476694584,10.0,1444.7565922737122
222,0.0030894886371493338,0.0030619772028177977,10.0,1450.7850091457367
223,0.003060010723993182,0.0030887076407670974,10.0,1456.8226120471954
224,0.003088987150043249,0.003080850403010845,10.0,1462.9907703399658
225,0.0030755663948506115,0.003085097633674741,10.0,1469.1171517372131
226,0.003052493392750621,0.0030067543350160123,10.0,1475.2429828643799
227,0.003073605564981699,0.0030317120641469956,10.0,1481.327464580536
228,0.003039497931152582,0.002996524041891098,10.0,1487.3455963134766
229,0.0030801208575814963,0.0030181429125368596,10.0,1493.3998339176178
230,0.0030509962731599806,0.0029698733069002626,10.0,1499.5067472457886
231,0.0030282970280945303,0.0030440667606890202,10.0,1505.5791969299316
232,0.0030262866432219744,0.002975257121399045,10.0,1511.7018992900848
233,0.003024856624081731,0.003024028094112873,10.0,1517.7430610656738
234,0.0030353972978144884,0.0030009455647319557,10.0,1523.7089354991913
235,0.0030024733778834345,0.0030464016810059545,10.0,1529.8297686576843
236,0.00301410721629858,0.002992995701730251,10.0,1535.9588820934296
237,0.003012325839474797,0.0030222895398736,10.0,1542.0100493431091
238,0.003016693746075034,0.0029653875634074213,10.0,1548.0431139469147
239,0.0029978227207809686,0.002969280117750168,10.0,1554.1807010173798
240,0.002999447940438986,0.002967325257509947,10.0,1560.3911759853363
241,0.002986202352270484,0.0029679315015673636,10.0,1566.4317836761475
242,0.0029905758430063723,0.002976225271821022,10.0,1572.6013717651367
243,0.002981851043701172,0.0029436483409255743,10.0,1578.6688215732574
244,0.00300321759827435,0.002997071658819914,10.0,1584.773722410202
245,0.0029754835937172174,0.0029600228868424893,10.0,1590.870980501175
246,0.0029856485100090502,0.002984985521435738,10.0,1597.0231323242188
247,0.0029557070802152157,0.00340324668623507,10.0,1603.1037113666534
248,0.0029908467488735913,0.0029498928286135198,10.0,1609.2184703350067
249,0.0030026372087001802,0.0029830996576696634,10.0,1615.3776168823242
250,0.0029563114683330057,0.0029118803925812244,10.0,1621.4585366249084
251,0.0029463156711310146,0.0029966180611401797,10.0,1627.5333647727966
252,0.002961053931862116,0.002927271766960621,10.0,1633.6263601779938
253,0.0029458765910565852,0.0028981594011187554,10.0,1639.646518945694
254,0.002953492010459304,0.002966375220939517,10.0,1645.7208256721497
255,0.002952211429104209,0.002916519535332918,10.0,1651.9552717208862
256,0.0029422951855510473,0.003041900205612183,10.0,1658.0258033275604
257,0.0029439037511497738,0.0028979124337434768,10.0,1664.1004855632782
258,0.0029381783007830383,0.0029593940448015927,10.0,1670.2522871494293
259,0.002947247645929456,0.002919123500585556,10.0,1676.3738760948181
260,0.0029303185412287713,0.0028739812318235637,10.0,1682.461852312088
261,0.0029328407503664495,0.0028929513424634933,10.0,1688.5869164466858
262,0.0029243406146764756,0.0028987886920571328,10.0,1694.717987537384
263,0.0029321426968276503,0.0028928428649902345,10.0,1700.926566362381
264,0.0029195804725587367,0.00294287347830832,10.0,1707.0663566589355
265,0.0029089947298169137,0.002901793960481882,10.0,1713.2200524806976
266,0.0029430463214963677,0.0029318762555718423,10.0,1719.264066696167
267,0.002920857846289873,0.0029865055456757546,10.0,1725.3415880203247
268,0.0029122232639789583,0.0029052757792174815,10.0,1731.3747162818909
269,0.002898286477997899,0.003096913865953684,10.0,1737.391616344452
270,0.0029080784537643192,0.002921469861268997,10.0,1743.4227967262268
271,0.0029401880674064158,0.0028799960382282735,10.0,1749.5093677043915
272,0.0028993772850185633,0.0030525726694613695,10.0,1755.568870306015
273,0.0028950565453618763,0.0028676963616162537,10.0,1761.7579216957092
274,0.002901210056915879,0.00289875107742846,10.0,1767.8534870147705
275,0.002907805188447237,0.003074231725931168,10.0,1773.9666216373444
276,0.0028988461937755347,0.002841724994033575,10.0,1780.0799984931946
277,0.0028910307190567253,0.0028472302574664354,10.0,1786.195506811142
278,0.002899353385567665,0.0028390195578336715,10.0,1792.4351251125336
279,0.0028826548052579165,0.0029226294577121737,10.0,1798.5350058078766
280,0.0028989161229878665,0.0029953251831233503,10.0,1804.6143069267273
281,0.002886152757257223,0.0029059477139264343,10.0,1810.7318863868713
282,0.0028771130146831273,0.00299666491150856,10.0,1816.7475473880768
283,0.0029129601041227578,0.0029767887689173224,10.0,1822.7852203845978
284,0.0028682466186583043,0.0028464476093649866,10.0,1828.8645174503326
285,0.0029237440842390062,0.002903533897548914,10.0,1834.992355108261
286,0.0028623199121654034,0.002836877927929163,10.0,1841.150640487671
287,0.0028727995800226927,0.0028332590367645023,10.0,1847.1088135242462
288,0.0028802622970193624,0.0028562544383108615,10.0,1853.1600179672241
289,0.002865756486207247,0.002827577654644847,10.0,1859.2586679458618
290,0.0028641481114923956,0.0028660244680941104,10.0,1865.3702762126923
291,0.002862634694725275,0.0028301858954131605,10.0,1871.4174964427948
292,0.0028912598960101604,0.0029722555495798587,10.0,1877.4814558029175
293,0.0028593074793368577,0.002833473502844572,10.0,1883.68328166008
294,0.0028514568327367307,0.00281028328537941,10.0,1889.841416835785
295,0.002868336921483278,0.002949603645503521,10.0,1895.897699356079
296,0.002853585026189685,0.002814014955610037,10.0,1901.9713728427887
297,0.002849903916195035,0.0028225289795547723,10.0,1908.03218126297
298,0.002853905152454972,0.002802335213124752,10.0,1914.1235191822052
299,0.002857952978089452,0.0028360051535069944,10.0,1920.1573386192322
300,0.0028560408325493335,0.0028402005422860383,10.0,1926.1588644981384
301,0.0028423797626048325,0.0028277186248451473,10.0,1932.3662943840027
302,0.0028480103474855423,0.0028281327545642853,10.0,1938.4334590435028
303,0.002866773716583848,0.0027987237941473724,10.0,1944.4664494991302
304,0.002856874597147107,0.0028608706891536714,10.0,1950.4867460727692
305,0.0028311091772466896,0.0028113262951374052,10.0,1956.456687450409
306,0.0028527666652202605,0.002817685628682375,10.0,1962.5413722991943
307,0.002844899572953582,0.0027975026395171882,10.0,1968.6249957084656
308,0.002839716312587261,0.002808776203542948,10.0,1974.8064606189728
309,0.0028218748585134745,0.0028626906383782623,10.0,1980.9431664943695
310,0.0028374770461022853,0.0028135197497904303,10.0,1987.0255019664764
311,0.002832083838135004,0.00283205930441618,10.0,1993.1398921012878
312,0.0028273505149036646,0.002780053436756134,10.0,1999.2232158184052
313,0.002840274068489671,0.0027927287988364696,10.0,2005.3125240802765
314,0.002843259440138936,0.002811994847655296,10.0,2011.390162229538
315,0.0028174028311669826,0.0028014258485287427,10.0,2017.567092180252
316,0.0028252155623584986,0.0028126096457242967,10.0,2023.7346348762512
317,0.002815903314054012,0.0028059798527508974,10.0,2029.9367349147797
318,0.002817709531933069,0.0028171219669282438,10.0,2036.0765030384064
319,0.0028216723388433456,0.0028160638213157656,10.0,2042.157327413559
320,0.002822528180330992,0.00279250758215785,10.0,2048.215035676956
321,0.002822771943807602,0.002808094573020935,10.0,2054.3193106651306
322,0.0028053844268620012,0.0027914713863283398,10.0,2060.4251852035522
323,0.0028202489471435546,0.0027639154218137263,10.0,2066.4410655498505
324,0.002801012689769268,0.0027797047920525074,10.0,2072.5205755233765
325,0.002822391645908356,0.0028167860332876443,10.0,2078.528521299362
326,0.0028145724612474443,0.0029664189793169498,10.0,2084.5892577171326
327,0.002800697176232934,0.0028034512050449847,10.0,2090.648515224457
328,0.0028142385218292475,0.0027758271925151347,10.0,2096.80970287323
329,0.0027992825367301705,0.0027773725502192974,10.0,2102.8781316280365
330,0.002837254314273596,0.0028643772732466458,10.0,2108.9996128082275
331,0.0027911387920379637,0.002776668054610491,10.0,2115.1394276618958
332,0.0027878539319336412,0.002787428394705057,10.0,2121.2109332084656
333,0.002818923122882843,0.002851167895272374,10.0,2127.374763250351
334,0.002786982387006283,0.0029037706837058068,10.0,2133.3842220306396
335,0.002787506002634764,0.0028575218610465527,10.0,2139.4466276168823
336,0.0028080099979043006,0.0027641225703060627,10.0,2145.476327896118
337,0.002779505588412285,0.0027535131987184284,10.0,2151.562426328659
338,0.0027840711921453478,0.0029308665100485085,10.0,2157.6572444438934
339,0.002792908463701606,0.002807361491769552,10.0,2163.900020122528
340,0.002784991159811616,0.00276096131503582,10.0,2170.016174554825
341,0.00278829857327044,0.002769232862070203,10.0,2176.161076068878
342,0.0027971633722633123,0.0028281507816165685,10.0,2182.242356300354
343,0.002779760519191623,0.002782450482621789,10.0,2188.3857278823853
344,0.0027818510181456804,0.0027624720305204392,10.0,2194.477595090866
345,0.0027814082454144956,0.0027541771896183492,10.0,2200.5982456207275
346,0.0027918668849766255,0.0027360578220337627,10.0,2206.7725100517273
347,0.0027834776848554613,0.002953285641223192,10.0,2212.8127269744873
348,0.0027700042393803597,0.0027378550011664627,10.0,2218.886354446411
349,0.002772536884024739,0.0027510901611298324,10.0,2224.9448454380035
350,0.0027835557617247103,0.0027650193735957148,10.0,2231.012042760849
351,0.002757788161635399,0.0027579909067600964,10.0,2237.0863692760468
352,0.0027919827722758055,0.0027490838568657635,10.0,2243.109798669815
353,0.002763598517552018,0.002718410884588957,10.0,2249.2091517448425
354,0.002770702276676893,0.0027301063753664492,10.0,2255.339942216873
355,0.002756760747730732,0.002774034371227026,10.0,2261.4054896831512
356,0.0027984144929796458,0.002730580446869135,10.0,2267.5849826335907
357,0.0027691962622106076,0.0027271849613636732,10.0,2273.608919620514
358,0.0027586280493438245,0.0027568053785711525,10.0,2279.7017257213593
359,0.0027622324066609145,0.002835876528173685,10.0,2285.717122554779
360,0.002767353650927544,0.0027287484757602216,10.0,2291.822690963745
361,0.0027625570558011533,0.002745832147821784,10.0,2297.9489438533783
362,0.002761307806149125,0.002718562541902065,10.0,2304.1311881542206
363,0.0027582506315410138,0.002705089359357953,10.0,2310.270759344101
364,0.0027747306437045337,0.0027598574221134185,10.0,2316.3895995616913
365,0.0027555045007169247,0.002777530899643898,10.0,2322.538473844528
366,0.0027572729994356634,0.00272016361579299,10.0,2328.6600654125214
367,0.0027518128401041032,0.002723407853394747,10.0,2334.7980964183807
368,0.0027706771030277014,0.0027158835850656033,10.0,2340.9245431423187
369,0.002739694376513362,0.0027256061650812627,10.0,2347.1604990959167
370,0.0027509554228186605,0.002717567805200815,10.0,2353.2592339515686
371,0.002764564272016287,0.002811655329167843,10.0,2359.301316022873
372,0.0027389912550896405,0.0027360131692141295,10.0,2365.3450167179108
373,0.002752817559093237,0.002721027434617281,10.0,2371.388863801956
374,0.0027387856021523476,0.0027446216396987437,10.0,2377.4823286533356
375,0.0027423290115594864,0.002764886247366667,10.0,2383.6093707084656
376,0.0027522375149279833,0.0027269048903137446,10.0,2389.684679746628
377,0.002733393196687102,0.002742950800433755,10.0,2395.888189315796
378,0.002742294214516878,0.0027842092774808406,10.0,2401.921576499939
379,0.002757188951894641,0.002709333996474743,10.0,2407.9692900180817
380,0.0027334701326489448,0.0027072681523859503,10.0,2414.062667608261
381,0.002744244396984577,0.0027254245840013028,10.0,2420.2040922641754
382,0.0027299022871255874,0.002712996290996671,10.0,2426.147690296173
383,0.0027391403251886366,0.0027959014751017092,10.0,2432.1797573566437
384,0.002741082916110754,0.002710739540681243,10.0,2438.367575645447
385,0.0027340702015906573,0.0027638813499361275,10.0,2444.4862089157104
386,0.0027281125632673503,0.002758039465546608,10.0,2450.5891819000244
387,0.0027366502644866706,0.0027705844815820455,10.0,2456.621969461441
388,0.0027364305816590787,0.0027182165034115315,10.0,2462.7608077526093
389,0.002734827298298478,0.002702292799577117,10.0,2468.7699825763702
390,0.002724261854737997,0.002709353253990412,10.0,2474.7650775909424
391,0.0027317983639240265,0.002703359963744879,10.0,2480.8183405399323
392,0.0027310112672299146,0.002705964921042323,10.0,2486.968828678131
393,0.0027086775011569263,0.0027805227980017663,10.0,2493.112444162369
394,0.002731084823459387,0.0026822285056114195,10.0,2499.1491436958313
395,0.0027254066571593284,0.0027189442358911036,10.0,2505.167605161667
396,0.0027093521365523336,0.0026798686396330594,10.0,2511.2266108989716
397,0.0027271353774517776,0.0026920818358659743,10.0,2517.314771413803
398,0.002720349468514323,0.002670401420071721,10.0,2523.383530855179
399,0.0027131294171512128,0.002689677845314145,10.0,2529.4900362491608
400,0.002729642601162195,0.002675954208523035,10.0,2535.649246931076
401,0.00271172462515533,0.0026819365061819555,10.0,2541.788982629776
402,0.0026936397859454154,0.002736189127340913,10.0,2547.904006242752
403,0.002716554753035307,0.0027782286729663612,10.0,2554.0787534713745
404,0.0027143388770520687,0.002734696899726987,10.0,2560.177372932434
405,0.0027099281227588655,0.0026656155675649643,10.0,2566.180543422699
406,0.0026977201823145153,0.0026929566010832785,10.0,2572.3084144592285
407,0.002713537757098675,0.002780205753073096,10.0,2578.5021920204163
408,0.0027064641815423966,0.0027839502170681953,10.0,2584.589599132538
409,0.002704697636291385,0.0026650032956153156,10.0,2590.5837025642395
410,0.002692709470167756,0.0027240139074623587,10.0,2596.6599731445312
411,0.0026897063053399326,0.002720349694788456,10.0,2602.782778978348
412,0.0027110552954673767,0.0027211901884526012,10.0,2608.848689556122
413,0.0026984269548952578,0.0027289439883083104,10.0,2614.9234702587128
414,0.0026925422613322736,0.0026633487783372404,10.0,2621.0776467323303
415,0.00269528895072639,0.0026612558513879774,10.0,2627.282399892807
416,0.002687289925813675,0.0027306337416172026,10.0,2633.4193091392517
417,0.00269378014549613,0.0026677904728800057,10.0,2639.3734629154205
